name,restaurant_id,user_id,liked,food type
OPTP Bahria Town,84,user_1,0,Burgers | Fast Food
Broadway Pizza Shahbaz,23,user_289,0,Pizza | Italian
Broadway Pizza North Karachi,19,user_289,0,Pizza | Italian
Broadway Pizza Johar,15,user_289,0,Pizza | Italian
Burger Lab SMCHS,46,user_289,0,Burgers | Fast Food
Broadway Pizza Chundrigar,4,user_289,1,Pizza | Italian
Burger-O-Clock Chundrigar,28,user_289,1,Burgers | Fast Food
Kababjees Fried Chicken Safoora,62,user_289,0,Fried Chicken | Fast Food
OPTP Boat Basin,85,user_289,0,Burgers | Fast Food
Broadway Pizza Ittehad,13,user_289,0,Pizza | Italian
Karachi Broast RMR,71,user_290,1,Pakistani | Broast
OPTP Tipu Sultan,97,user_290,1,Burgers | Fast Food
Burger Lab Malir,44,user_290,0,Burgers | Fast Food
Burger Lab Johar,42,user_290,1,Burgers | Fast Food
Broadway Pizza Shahbaz,23,user_290,1,Pizza | Italian
Burger-O-Clock Gulshan,32,user_290,0,Burgers | Fast Food
Broadway Pizza Dolmen Mall Hyderi,8,user_290,1,Pizza | Italian
OPTP DHA PHASE 2,86,user_290,0,Burgers | Fast Food
Burger Lab Dolmen Mall TariqRD,40,user_290,1,Burgers | Fast Food
Broadway Pizza DHA PHASE 8,6,user_290,0,Pizza | Italian
Karachi Broast Boat Basin,66,user_290,0,Pakistani | Broast
Burger Lab Bahria Town,37,user_290,0,Burgers | Fast Food
Zahid Nihari Saddar,98,user_290,0,Pakistani | Nihari
Burger-O-Clock Johar,33,user_290,1,Burgers | Fast Food
Karachi Broast Saddar,72,user_290,1,Pakistani | Broast
OPTP Bahria Town,84,user_290,0,Burgers | Fast Food
Burger Lab Nazimabad,45,user_291,0,Burgers | Fast Food
Broadway Pizza SMCHS,25,user_291,0,Pizza | Italian
Karachi Broast Atrium Mall,65,user_291,0,Pakistani | Broast
Broadway Pizza Shahbaz,23,user_291,0,Pizza | Italian
OPTP North Nazimabad,95,user_291,0,Burgers | Fast Food
Broadway Pizza RMR,21,user_291,0,Pizza | Italian
Karachi Broast Saddar,72,user_291,0,Pakistani | Broast
Broadway Pizza Dolmen Mall Hyderi,8,user_291,0,Pizza | Italian
Burger-O-Clock Chundrigar,28,user_291,0,Burgers | Fast Food
Burger Lab Johar,42,user_291,0,Burgers | Fast Food
OPTP FB Area,89,user_291,0,Burgers | Fast Food
Karachi Broast Boat Basin,66,user_291,1,Pakistani | Broast
Kababjees Fried Chicken North Karachi,60,user_291,1,Fried Chicken | Fast Food
Kababjees Fried Chicken MACHS,57,user_291,0,Fried Chicken | Fast Food
Burger-O-Clock Nazimabad,35,user_291,1,Burgers | Fast Food
Broadway Pizza Bahdurabad,1,user_291,0,Pizza | Italian
Karachi Haleem Lasbela,78,user_291,0,Pakistani | Haleem
Karachi Haleem BurnsRD,75,user_291,0,Pakistani | Haleem
Broadway Pizza Garden,11,user_292,1,Pizza | Italian
OPTP Malir,93,user_292,0,Burgers | Fast Food
Broadway Pizza Clifton,5,user_292,0,Pizza | Italian
Zahid Nihari TariqRD,99,user_292,0,Pakistani | Nihari
Karachi Haleem Ittehad,77,user_292,1,Pakistani | Haleem
OPTP Dolmen Mall Clifton,87,user_292,0,Burgers | Fast Food
Kababjees Fried Chicken Johar Chowrangi,54,user_292,0,Fried Chicken | Fast Food
Broadway Pizza Maymar,18,user_292,1,Pizza | Italian
Broadway Pizza Bahdurabad,1,user_292,1,Pizza | Italian
Kababjees Fried Chicken MACHS,57,user_292,0,Fried Chicken | Fast Food
Karachi Haleem BurnsRD,75,user_292,1,Pakistani | Haleem
Burger-O-Clock Chundrigar,28,user_292,0,Burgers | Fast Food
Kababjees Fried Chicken Defence View,50,user_292,1,Fried Chicken | Fast Food
Karachi Broast Atrium Mall,65,user_292,0,Pakistani | Broast
OPTP Dolmen Mall TariqRD,88,user_292,0,Burgers | Fast Food
Burger-O-Clock Johar,33,user_293,0,Burgers | Fast Food
OPTP North Nazimabad,95,user_293,1,Burgers | Fast Food
Broadway Pizza Gulshan,12,user_293,0,Pizza | Italian
OPTP M A JinnahRD,94,user_293,0,Burgers | Fast Food
Kababjees Fried Chicken Kharadar,56,user_293,0,Fried Chicken | Fast Food
Broadway Pizza Dolmen Mall TariqRD,9,user_293,1,Pizza | Italian
Burger-O-Clock Chundrigar,28,user_293,1,Burgers | Fast Food
Broadway Pizza Bukhari,3,user_293,0,Pizza | Italian
Broadway Pizza Maymar,18,user_293,0,Pizza | Italian
OPTP DHA PHASE 2,86,user_293,1,Burgers | Fast Food
Broadway Pizza Tipu Sultan,26,user_293,0,Pizza | Italian
Karachi Broast RMR,71,user_293,1,Pakistani | Broast
Burger-O-Clock Dolmen Mall Clifton,30,user_293,0,Burgers | Fast Food
Kababjees Fried Chicken Safoora,62,user_293,1,Fried Chicken | Fast Food
OPTP FB Area,89,user_293,1,Burgers | Fast Food
Burger Lab Malir,44,user_293,1,Burgers | Fast Food
OPTP Atrium Mall,82,user_293,1,Burgers | Fast Food
Burger Lab Dolmen Mall TariqRD,40,user_294,0,Burgers | Fast Food
Burger-O-Clock DHA,29,user_294,1,Burgers | Fast Food
Burger-O-Clock Chundrigar,28,user_294,0,Burgers | Fast Food
Broadway Pizza Scheme 33,22,user_294,1,Pizza | Italian
Broadway Pizza Shahbaz,23,user_294,0,Pizza | Italian
Karachi Haleem Ittehad,77,user_294,0,Pakistani | Haleem
Burger-O-Clock Johar,33,user_295,0,Burgers | Fast Food
Broadway Pizza Chundrigar,4,user_295,0,Pizza | Italian
Kababjees Fried Chicken PECHS Cloud,61,user_295,0,Fried Chicken | Fast Food
Zahid Nihari TariqRD,99,user_295,0,Pakistani | Nihari
Kababjees Fried Chicken North Five Star,59,user_295,0,Fried Chicken | Fast Food
Kababjees Fried Chicken Johar Chowrangi,54,user_296,0,Fried Chicken | Fast Food
Broadway Pizza North Karachi,19,user_296,0,Pizza | Italian
Burger-O-Clock Lucky One Mall,34,user_296,1,Burgers | Fast Food
Burger-O-Clock DHA,29,user_296,1,Burgers | Fast Food
OPTP DHA PHASE 2,86,user_296,0,Burgers | Fast Food
Broadway Pizza Dolmen Mall Hyderi,8,user_296,0,Pizza | Italian
Burger Lab Clifton,38,user_296,1,Burgers | Fast Food
Broadway Pizza DHA PHASE 8,6,user_296,1,Pizza | Italian
Karachi Broast TariqRD,73,user_297,0,Pakistani | Broast
OPTP Boat Basin,85,user_297,0,Burgers | Fast Food
Burger Lab SMCHS,46,user_297,0,Burgers | Fast Food
Karachi Haleem BurnsRD,75,user_297,0,Pakistani | Haleem
Broadway Pizza Bukhari,3,user_297,0,Pizza | Italian
OPTP Dolmen Mall Clifton,87,user_297,1,Burgers | Fast Food
OPTP Lucky One Mall,92,user_297,1,Burgers | Fast Food
Broadway Pizza Lucky One Mall,17,user_297,0,Pizza | Italian
Broadway Pizza Dolmen Mall TariqRD,9,user_297,0,Pizza | Italian
Broadway Pizza Korangi,16,user_297,0,Pizza | Italian
OPTP Sehar,96,user_298,0,Burgers | Fast Food
Kababjees Fried Chicken Clifton,49,user_298,0,Fried Chicken | Fast Food
Broadway Pizza Dolmen Mall Clifton,7,user_298,0,Pizza | Italian
Broadway Pizza Bahdurabad,1,user_298,0,Pizza | Italian
Broadway Pizza Johar,15,user_298,1,Pizza | Italian
Karachi Broast North Nazimabad,70,user_298,0,Pakistani | Broast
OPTP Dolmen Mall TariqRD,88,user_298,0,Burgers | Fast Food
Kababjees Fried Chicken MACHS,57,user_298,0,Fried Chicken | Fast Food
Burger-O-Clock Chundrigar,28,user_299,0,Burgers | Fast Food
Burger Lab Malir,44,user_299,0,Burgers | Fast Food
Kababjees Fried Chicken Gulshan UniversityRD,53,user_299,1,Fried Chicken | Fast Food
OPTP Boat Basin,85,user_299,1,Burgers | Fast Food
Broadway Pizza Johar,15,user_299,1,Pizza | Italian
Karachi Haleem Hussainabad,76,user_299,1,Pakistani | Haleem
Kababjees Fried Chicken PECHS Cloud,61,user_299,0,Fried Chicken | Fast Food
Kababjees Fried Chicken North Five Star,59,user_299,0,Fried Chicken | Fast Food
Broadway Pizza Bahria Town,2,user_299,0,Pizza | Italian
Karachi Broast North Nazimabad,70,user_299,1,Pakistani | Broast
Karachi Broast Gulshan,68,user_299,0,Pakistani | Broast
Broadway Pizza Gulshan,12,user_299,0,Pizza | Italian
Broadway Pizza Shahbaz,23,user_300,0,Pizza | Italian
Kababjees Fried Chicken Garden East Branch,51,user_300,1,Fried Chicken | Fast Food
Kababjees Fried Chicken Johar Chowrangi,54,user_300,0,Fried Chicken | Fast Food
Karachi Broast Boat Basin,66,user_300,0,Pakistani | Broast
Kababjees Fried Chicken MACHS,57,user_300,0,Fried Chicken | Fast Food
Burger-O-Clock Bahria Town,27,user_300,0,Burgers | Fast Food
Broadway Pizza Scheme 33,22,user_300,1,Pizza | Italian
Kababjees Fried Chicken Gulshan Disco,52,user_300,0,Fried Chicken | Fast Food
Kababjees Fried Chicken Safoora,62,user_300,0,Fried Chicken | Fast Food
Broadway Pizza Ittehad,13,user_300,0,Pizza | Italian
OPTP Tipu Sultan,97,user_300,0,Burgers | Fast Food
OPTP Dolmen Mall TariqRD,88,user_300,1,Burgers | Fast Food
OPTP Sehar,96,user_300,0,Burgers | Fast Food
Kababjees Fried Chicken Kharadar,56,user_300,1,Fried Chicken | Fast Food
Javed Nihari AlamgirRD,47,user_300,0,Pakistani | Nihari
OPTP Dolmen Mall Clifton,87,user_301,1,Burgers | Fast Food
Kababjees Fried Chicken Clifton,49,user_301,0,Fried Chicken | Fast Food
Kababjees Fried Chicken Karimabad,55,user_301,1,Fried Chicken | Fast Food
Zahid Nihari TariqRD,99,user_301,0,Pakistani | Nihari
Broadway Pizza Garden,11,user_301,1,Pizza | Italian
Karachi Haleem Lasbela,78,user_301,1,Pakistani | Haleem
Broadway Pizza Clifton,5,user_301,0,Pizza | Italian
Burger Lab Bahria Town,37,user_302,0,Burgers | Fast Food
Burger Lab Johar,42,user_302,0,Burgers | Fast Food
Burger Lab Nazimabad,45,user_302,1,Burgers | Fast Food
Broadway Pizza Bahdurabad,1,user_302,1,Pizza | Italian
Broadway Pizza Dolmen Mall TariqRD,9,user_302,1,Pizza | Italian
OPTP Bahadurabad,83,user_302,0,Burgers | Fast Food
OPTP Lucky One Mall,92,user_302,0,Burgers | Fast Food
Broadway Pizza North Karachi,19,user_302,0,Pizza | Italian
Zahid Nihari TariqRD,99,user_302,0,Pakistani | Nihari
Broadway Pizza Lucky One Mall,17,user_302,0,Pizza | Italian
Burger-O-Clock SMCHS,36,user_302,1,Burgers | Fast Food
Burger Lab DHA,39,user_303,1,Burgers | Fast Food
Kababjees Fried Chicken Gulshan Disco,52,user_303,1,Fried Chicken | Fast Food
Javed Nihari FB Area,48,user_303,1,Pakistani | Nihari
Zahid Nihari TariqRD,99,user_303,1,Pakistani | Nihari
Kababjees Fried Chicken Karimabad,55,user_303,1,Fried Chicken | Fast Food
Kababjees Fried Chicken Gulshan UniversityRD,53,user_303,0,Fried Chicken | Fast Food
OPTP Boat Basin,85,user_303,1,Burgers | Fast Food
Broadway Pizza Shahbaz,23,user_303,0,Pizza | Italian
Burger Lab SMCHS,46,user_303,0,Burgers | Fast Food
OPTP M A JinnahRD,94,user_303,1,Burgers | Fast Food
OPTP Bahadurabad,83,user_303,0,Burgers | Fast Food
Karachi Haleem Hussainabad,76,user_303,0,Pakistani | Haleem
Burger Lab Lucky One Mall,43,user_303,0,Burgers | Fast Food
Kababjees Fried Chicken Millennium Mall,58,user_303,0,Fried Chicken | Fast Food
Broadway Pizza North Nazimabad,20,user_303,1,Pizza | Italian
Broadway Pizza Dolmen Mall Clifton,7,user_303,0,Pizza | Italian
OPTP FB Area,89,user_303,1,Burgers | Fast Food
Kababjees Fried Chicken Shahrah-e-Faisal,63,user_303,0,Fried Chicken | Fast Food
Burger-O-Clock Johar,33,user_303,0,Burgers | Fast Food
Broadway Pizza Clifton,5,user_304,0,Pizza | Italian
Kababjees Fried Chicken North Karachi,60,user_304,0,Fried Chicken | Fast Food
Kababjees Fried Chicken Karimabad,55,user_304,1,Fried Chicken | Fast Food
Burger Lab Nazimabad,45,user_304,1,Burgers | Fast Food
Broadway Pizza Bukhari,3,user_304,1,Pizza | Italian
Kababjees Fried Chicken North Five Star,59,user_304,0,Fried Chicken | Fast Food
Zahid Nihari Saddar,98,user_304,1,Pakistani | Nihari
Broadway Pizza Jinnah Avenue,14,user_304,0,Pizza | Italian
Karachi Broast Clifton,67,user_304,1,Pakistani | Broast
OPTP Johar,91,user_304,0,Burgers | Fast Food
Zahid Nihari TariqRD,99,user_304,1,Pakistani | Nihari
Burger Lab Johar,42,user_304,0,Burgers | Fast Food
Karachi Haleem BurnsRD,75,user_304,1,Pakistani | Haleem
Karachi Broast Saddar,72,user_304,0,Pakistani | Broast
Broadway Pizza Shahbaz,23,user_304,1,Pizza | Italian
Burger-O-Clock Gulshan,32,user_304,1,Burgers | Fast Food
OPTP DHA PHASE 2,86,user_304,0,Burgers | Fast Food
Burger Lab Lucky One Mall,43,user_305,0,Burgers | Fast Food
Broadway Pizza SMCHS,25,user_305,1,Pizza | Italian
Kababjees Fried Chicken Shahrah-e-Faisal,63,user_305,0,Fried Chicken | Fast Food
Karachi Haleem Ittehad,77,user_305,1,Pakistani | Haleem
OPTP FB Area,89,user_305,0,Burgers | Fast Food
OPTP Malir,93,user_305,0,Burgers | Fast Food
OPTP Lucky One Mall,92,user_306,0,Burgers | Fast Food
Burger Lab Dolmen Mall TariqRD,40,user_306,1,Burgers | Fast Food
Karachi Broast North Nazimabad,70,user_306,0,Pakistani | Broast
Burger-O-Clock DHA,29,user_306,0,Burgers | Fast Food
Karachi Broast Boat Basin,66,user_306,1,Pakistani | Broast
Karachi Haleem Lasbela,78,user_306,1,Pakistani | Haleem
Karachi Haleem Hussainabad,76,user_306,0,Pakistani | Haleem
Broadway Pizza Scheme 33,22,user_306,0,Pizza | Italian
Kababjees Fried Chicken Karimabad,55,user_306,0,Fried Chicken | Fast Food
Burger Lab DHA,39,user_306,0,Burgers | Fast Food
Broadway Pizza Lucky One Mall,17,user_306,0,Pizza | Italian
Kababjees Fried Chicken Teen Talwar,64,user_306,0,Fried Chicken | Fast Food
Kababjees Fried Chicken Shahrah-e-Faisal,63,user_306,0,Fried Chicken | Fast Food
Burger-O-Clock Lucky One Mall,34,user_307,0,Burgers | Fast Food
Javed Nihari FB Area,48,user_307,0,Pakistani | Nihari
Broadway Pizza Dolmen Mall Clifton,7,user_307,0,Pizza | Italian
Burger-O-Clock Johar,33,user_307,0,Burgers | Fast Food
Karachi Broast Saddar,72,user_307,1,Pakistani | Broast
Karachi Broast Clifton,67,user_307,0,Pakistani | Broast
Broadway Pizza Garden,11,user_308,1,Pizza | Italian
Burger-O-Clock Dolmen Mall Clifton,30,user_308,1,Burgers | Fast Food
Broadway Pizza DHA PHASE 8,6,user_308,0,Pizza | Italian
Broadway Pizza Chundrigar,4,user_308,0,Pizza | Italian
Broadway Pizza Gulshan,12,user_308,1,Pizza | Italian
OPTP M A JinnahRD,94,user_309,0,Burgers | Fast Food
Broadway Pizza Shahbaz,23,user_309,1,Pizza | Italian
Karachi Haleem Bukhari,74,user_309,0,Pakistani | Haleem
Burger-O-Clock Dolmen Mall Clifton,30,user_309,1,Burgers | Fast Food
Broadway Pizza Scheme 33,22,user_309,0,Pizza | Italian
Kababjees Fried Chicken Gulshan Disco,52,user_309,0,Fried Chicken | Fast Food
Karachi Broast TariqRD,73,user_309,1,Pakistani | Broast
Karachi Haleem BurnsRD,75,user_309,1,Pakistani | Haleem
Broadway Pizza Korangi,16,user_310,0,Pizza | Italian
Karachi Haleem Ittehad,77,user_310,1,Pakistani | Haleem
Burger-O-Clock Dolmen Mall TariqRD,31,user_310,0,Burgers | Fast Food
Karachi Broast TariqRD,73,user_310,0,Pakistani | Broast
Burger-O-Clock Gulshan,32,user_310,1,Burgers | Fast Food
Broadway Pizza Maymar,18,user_310,1,Pizza | Italian
OPTP Tipu Sultan,97,user_310,0,Burgers | Fast Food
Broadway Pizza DHA PHASE 8,6,user_310,1,Pizza | Italian
Kababjees Fried Chicken Millennium Mall,58,user_310,1,Fried Chicken | Fast Food
Kababjees Fried Chicken Karimabad,55,user_310,0,Fried Chicken | Fast Food
OPTP Dolmen Mall Clifton,87,user_310,0,Burgers | Fast Food
Burger-O-Clock Johar,33,user_310,0,Burgers | Fast Food
OPTP Bahadurabad,83,user_310,0,Burgers | Fast Food
OPTP DHA PHASE 2,86,user_310,0,Burgers | Fast Food
Burger-O-Clock Lucky One Mall,34,user_310,0,Burgers | Fast Food
Karachi Broast Atrium Mall,65,user_310,0,Pakistani | Broast
Kababjees Fried Chicken Garden East Branch,51,user_310,1,Fried Chicken | Fast Food
OPTP Atrium Mall,82,user_310,1,Burgers | Fast Food
Broadway Pizza Dolmen Mall Hyderi,8,user_310,0,Pizza | Italian
Burger Lab SMCHS,46,user_310,0,Burgers | Fast Food
Broadway Pizza Maymar,18,user_311,0,Pizza | Italian
Burger Lab SMCHS,46,user_311,0,Burgers | Fast Food
Karachi Broast Boat Basin,66,user_311,0,Pakistani | Broast
Broadway Pizza SMCHS,25,user_311,1,Pizza | Italian
OPTP Bahria Town,84,user_311,0,Burgers | Fast Food
OPTP Boat Basin,85,user_311,0,Burgers | Fast Food
Javed Nihari AlamgirRD,47,user_311,1,Pakistani | Nihari
OPTP Malir,93,user_311,1,Burgers | Fast Food
Burger-O-Clock SMCHS,36,user_311,0,Burgers | Fast Food
Kababjees Fried Chicken PECHS Cloud,61,user_311,0,Fried Chicken | Fast Food
Kababjees Fried Chicken Safoora,62,user_311,1,Fried Chicken | Fast Food
Burger-O-Clock Bahria Town,27,user_311,0,Burgers | Fast Food
Burger-O-Clock DHA,29,user_311,0,Burgers | Fast Food
OPTP North Nazimabad,95,user_311,0,Burgers | Fast Food
Broadway Pizza Shah Faisal,24,user_311,1,Pizza | Italian
OPTP Dolmen Mall TariqRD,88,user_311,1,Burgers | Fast Food
Karachi Haleem BurnsRD,75,user_311,0,Pakistani | Haleem
Broadway Pizza Dolmen Mall TariqRD,9,user_311,0,Pizza | Italian
Broadway Pizza Bahria Town,2,user_312,0,Pizza | Italian
Javed Nihari AlamgirRD,47,user_312,0,Pakistani | Nihari
Broadway Pizza North Karachi,19,user_312,0,Pizza | Italian
Burger-O-Clock Johar,33,user_312,1,Burgers | Fast Food
OPTP Boat Basin,85,user_312,0,Burgers | Fast Food
Javed Nihari FB Area,48,user_312,1,Pakistani | Nihari
Burger Lab Bahria Town,37,user_312,1,Burgers | Fast Food
Karachi Broast Boat Basin,66,user_312,0,Pakistani | Broast
Broadway Pizza Dolmen Mall Clifton,7,user_312,0,Pizza | Italian
Karachi Haleem North Nazimabad,79,user_312,1,Pakistani | Haleem
OPTP Gulshan,90,user_312,0,Burgers | Fast Food
Karachi Broast North Nazimabad,70,user_313,1,Pakistani | Broast
Broadway Pizza Shah Faisal,24,user_313,1,Pizza | Italian
Broadway Pizza Ittehad,13,user_313,1,Pizza | Italian
Kababjees Fried Chicken North Karachi,60,user_313,0,Fried Chicken | Fast Food
Burger Lab Malir,44,user_313,1,Burgers | Fast Food
Kababjees Fried Chicken Clifton,49,user_313,1,Fried Chicken | Fast Food
Kababjees Fried Chicken PECHS Cloud,61,user_313,1,Fried Chicken | Fast Food
Burger Lab Bahria Town,37,user_313,0,Burgers | Fast Food
Burger Lab Johar,42,user_313,1,Burgers | Fast Food
Broadway Pizza DHA PHASE 8,6,user_313,1,Pizza | Italian
Broadway Pizza Bahria Town,2,user_314,0,Pizza | Italian
Burger-O-Clock Chundrigar,28,user_314,1,Burgers | Fast Food
Burger Lab Johar,42,user_314,1,Burgers | Fast Food
Kababjees Fried Chicken Karimabad,55,user_314,1,Fried Chicken | Fast Food
Broadway Pizza Bahdurabad,1,user_314,0,Pizza | Italian
Karachi Broast TariqRD,73,user_314,1,Pakistani | Broast
Broadway Pizza Korangi,16,user_314,1,Pizza | Italian
Karachi Broast Clifton,67,user_314,0,Pakistani | Broast
OPTP FB Area,89,user_314,1,Burgers | Fast Food
Karachi Broast Boat Basin,66,user_314,0,Pakistani | Broast
Karachi Haleem Ittehad,77,user_314,0,Pakistani | Haleem
Kababjees Fried Chicken Defence View,50,user_314,1,Fried Chicken | Fast Food
Karachi Haleem BurnsRD,75,user_314,0,Pakistani | Haleem
Javed Nihari FB Area,48,user_314,1,Pakistani | Nihari
Karachi Broast RMR,71,user_314,0,Pakistani | Broast
Karachi Broast North Nazimabad,70,user_314,1,Pakistani | Broast
OPTP Atrium Mall,82,user_314,0,Burgers | Fast Food
Broadway Pizza Chundrigar,4,user_314,1,Pizza | Italian
Burger-O-Clock Nazimabad,35,user_314,1,Burgers | Fast Food
Broadway Pizza Tipu Sultan,26,user_315,0,Pizza | Italian
Burger-O-Clock Johar,33,user_315,1,Burgers | Fast Food
Burger-O-Clock Lucky One Mall,34,user_315,0,Burgers | Fast Food
Broadway Pizza Lucky One Mall,17,user_315,0,Pizza | Italian
OPTP Gulshan,90,user_315,0,Burgers | Fast Food
Broadway Pizza Shah Faisal,24,user_315,0,Pizza | Italian
Burger Lab Malir,44,user_315,0,Burgers | Fast Food
OPTP M A JinnahRD,94,user_315,1,Burgers | Fast Food
Karachi Broast Gulshan,68,user_315,1,Pakistani | Broast
OPTP Dolmen Mall TariqRD,88,user_315,0,Burgers | Fast Food
Burger Lab Johar,42,user_315,0,Burgers | Fast Food
Broadway Pizza North Nazimabad,20,user_315,1,Pizza | Italian
Kababjees Fried Chicken Shahrah-e-Faisal,63,user_315,1,Fried Chicken | Fast Food
Karachi Haleem Hussainabad,76,user_315,0,Pakistani | Haleem
Broadway Pizza Bukhari,3,user_315,0,Pizza | Italian
Broadway Pizza Bahdurabad,1,user_316,0,Pizza | Italian
Burger Lab Clifton,38,user_316,0,Burgers | Fast Food
Kababjees Fried Chicken Karimabad,55,user_316,1,Fried Chicken | Fast Food
Broadway Pizza Dolmen Mall TariqRD,9,user_316,0,Pizza | Italian
Karachi Haleem Ittehad,77,user_316,1,Pakistani | Haleem
OPTP M A JinnahRD,94,user_316,0,Burgers | Fast Food
Broadway Pizza Garden,11,user_316,0,Pizza | Italian
Burger Lab DHA,39,user_316,1,Burgers | Fast Food
Broadway Pizza Scheme 33,22,user_316,0,Pizza | Italian
Burger Lab Bahria Town,37,user_316,1,Burgers | Fast Food
Karachi Broast RMR,71,user_316,1,Pakistani | Broast
Kababjees Fried Chicken Millennium Mall,58,user_316,0,Fried Chicken | Fast Food
Burger-O-Clock Bahria Town,27,user_316,1,Burgers | Fast Food
Kababjees Fried Chicken Safoora,62,user_317,1,Fried Chicken | Fast Food
Javed Nihari AlamgirRD,47,user_317,1,Pakistani | Nihari
Kababjees Fried Chicken Johar Chowrangi,54,user_317,0,Fried Chicken | Fast Food
Karachi Broast RMR,71,user_317,1,Pakistani | Broast
Karachi Broast Saddar,72,user_317,0,Pakistani | Broast
Karachi Broast Atrium Mall,65,user_317,0,Pakistani | Broast
Burger-O-Clock Lucky One Mall,34,user_317,0,Burgers | Fast Food
Burger-O-Clock Johar,33,user_317,0,Burgers | Fast Food
Karachi Broast Nazimabad,69,user_317,0,Pakistani | Broast
Burger Lab DHA,39,user_317,0,Burgers | Fast Food
OPTP Tipu Sultan,97,user_317,1,Burgers | Fast Food
Kababjees Fried Chicken Clifton,49,user_317,0,Fried Chicken | Fast Food
Karachi Haleem Hussainabad,76,user_317,0,Pakistani | Haleem
Karachi Broast TariqRD,73,user_317,0,Pakistani | Broast
Broadway Pizza SMCHS,25,user_317,0,Pizza | Italian
OPTP Sehar,96,user_317,1,Burgers | Fast Food
Broadway Pizza FB Area,10,user_317,1,Pizza | Italian
Kababjees Fried Chicken Gulshan Disco,52,user_317,1,Fried Chicken | Fast Food
OPTP Gulshan,90,user_317,1,Burgers | Fast Food
Karachi Haleem North Nazimabad,79,user_317,0,Pakistani | Haleem
Broadway Pizza FB Area,10,user_318,1,Pizza | Italian
Kababjees Fried Chicken Karimabad,55,user_318,0,Fried Chicken | Fast Food
Burger-O-Clock Dolmen Mall TariqRD,31,user_318,0,Burgers | Fast Food
Burger-O-Clock Bahria Town,27,user_318,1,Burgers | Fast Food
OPTP Gulshan,90,user_318,0,Burgers | Fast Food
Broadway Pizza North Nazimabad,20,user_318,1,Pizza | Italian
Burger Lab Gulshan,41,user_318,1,Burgers | Fast Food
Kababjees Fried Chicken Shahrah-e-Faisal,63,user_318,0,Fried Chicken | Fast Food
Kababjees Fried Chicken PECHS Cloud,61,user_318,0,Fried Chicken | Fast Food
Burger-O-Clock DHA,29,user_318,1,Burgers | Fast Food
Karachi Haleem Hussainabad,76,user_318,1,Pakistani | Haleem
Burger-O-Clock Gulshan,32,user_318,1,Burgers | Fast Food
OPTP Malir,93,user_318,1,Burgers | Fast Food
Kababjees Fried Chicken Clifton,49,user_319,0,Fried Chicken | Fast Food
Broadway Pizza Korangi,16,user_319,0,Pizza | Italian
Broadway Pizza Gulshan,12,user_319,1,Pizza | Italian
Burger-O-Clock SMCHS,36,user_319,0,Burgers | Fast Food
OPTP Dolmen Mall TariqRD,88,user_319,1,Burgers | Fast Food
Burger Lab Johar,42,user_319,0,Burgers | Fast Food
Kababjees Fried Chicken Defence View,50,user_319,1,Fried Chicken | Fast Food
Burger Lab Bahria Town,37,user_319,0,Burgers | Fast Food
Kababjees Fried Chicken North Five Star,59,user_319,0,Fried Chicken | Fast Food
Broadway Pizza Dolmen Mall Hyderi,8,user_320,1,Pizza | Italian
Broadway Pizza Dolmen Mall TariqRD,9,user_320,0,Pizza | Italian
Javed Nihari AlamgirRD,47,user_320,1,Pakistani | Nihari
Karachi Broast Nazimabad,69,user_320,0,Pakistani | Broast
Kababjees Fried Chicken Defence View,50,user_320,0,Fried Chicken | Fast Food
Karachi Broast North Nazimabad,70,user_320,0,Pakistani | Broast
Burger-O-Clock DHA,29,user_320,1,Burgers | Fast Food
Burger-O-Clock Lucky One Mall,34,user_320,1,Burgers | Fast Food
Broadway Pizza Korangi,16,user_320,0,Pizza | Italian
Karachi Haleem Hussainabad,76,user_320,0,Pakistani | Haleem
OPTP Lucky One Mall,92,user_320,0,Burgers | Fast Food
Kababjees Fried Chicken Kharadar,56,user_320,0,Fried Chicken | Fast Food
Broadway Pizza North Nazimabad,20,user_320,1,Pizza | Italian
Broadway Pizza Shah Faisal,24,user_320,0,Pizza | Italian
OPTP Dolmen Mall Clifton,87,user_321,0,Burgers | Fast Food
Kababjees Fried Chicken Kharadar,56,user_321,0,Fried Chicken | Fast Food
Karachi Broast RMR,71,user_321,1,Pakistani | Broast
Karachi Broast North Nazimabad,70,user_321,1,Pakistani | Broast
OPTP Johar,91,user_321,1,Burgers | Fast Food
Broadway Pizza Dolmen Mall Clifton,7,user_321,0,Pizza | Italian
Karachi Broast TariqRD,73,user_321,1,Pakistani | Broast
Burger Lab Malir,44,user_321,0,Burgers | Fast Food
Burger-O-Clock Gulshan,32,user_321,1,Burgers | Fast Food
Broadway Pizza North Karachi,19,user_321,0,Pizza | Italian
Broadway Pizza Shah Faisal,24,user_321,0,Pizza | Italian
Kababjees Fried Chicken Millennium Mall,58,user_321,1,Fried Chicken | Fast Food
OPTP Bahadurabad,83,user_321,1,Burgers | Fast Food
OPTP Malir,93,user_321,1,Burgers | Fast Food
Javed Nihari FB Area,48,user_321,1,Pakistani | Nihari
Burger-O-Clock Lucky One Mall,34,user_321,0,Burgers | Fast Food
Burger Lab DHA,39,user_321,0,Burgers | Fast Food
Kababjees Fried Chicken Karimabad,55,user_321,0,Fried Chicken | Fast Food
Kababjees Fried Chicken North Karachi,60,user_321,0,Fried Chicken | Fast Food
